index,instruction,input,expected_answer,model_response,generation_time,dataset,task_type
14640,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If x is 25 percent greater than 88, then x =

Choices:
A. 110
B. 70.4
C. 86
D. 105.6
E. 108",110,"Reasoning:
x = 88 + 0.25*88 = 110
The answer is A.

Final Answer:
110",2.501844644546509,AQUA-RAT,math_reasoning
18448,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"How many numbers between 200 and 400 begin or end with 3?

Choices:
A. 20
B. 60
C. 100
D. 110
E. 120",110,"Reasoning:
Numbers between 200 and 400 begin with 3 = 200, 300, 400 = 3
Numbers between 200 and 400 end with 3 = 203, 213, 223, 233, 243, 253, 263, 273, 283, 293, 303, 313, 323, 333, 343, 353, 363, 373, 383, 393 = 20
Total = 3 + 20 = 23
Answer: A

Final Answer:
20",10.743268728256226,AQUA-RAT,math_reasoning
28292,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The compound interest earned by Sunil on a certain amount at the end of two years at the rate of 8% p.a. was Rs.2828.80. Find the total amount that Sunil got back at the end of two years in the form of principal plus interest earned.

Choices:
A. 19828.83
B. 19828.8
C. 19828.82
D. 19828.89
E. 19828.81",19828.8,"Reasoning:
Let the principal be Rs. P.
Then, P{ [1 + 8/100]2 - 1 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } =",44.223613262176514,AQUA-RAT,math_reasoning
22759,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A work could be completed in 100days by x workers. However, due to the absence of 10workers, it was completed in 110days. The original no.of workers was:

Choices:
A. 90
B. 106
C. 110
D. 120
E. 130",110,"Reasoning:
Let the original no.of workers be x.
x*100 = (x-10)*110
x=110
Answer:C

Final Answer:
110",3.157479286193848,AQUA-RAT,math_reasoning
17142,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"3/4 of 1/2 of 2/5 of 5000 = ?

Choices:
A. 392
B. 229
C. 753
D. 750
E. 540",750,"Reasoning:
3/4 * 1/2 * 2/5 * 5000 = 750
Answer: D

Final Answer:
750",2.887180805206299,AQUA-RAT,math_reasoning
3230,Solve the following math reasoning problem step by step.,"Jimmy is setting up a garden. He has three plots: one plot for green beans, one plot for carrots, and one plot for corn. Each corn plant produces 5 times as many servings of veggies as each carrot, and each green bean plant produces half as many servings as each corn plant. If each carrot produces 4 servings of vegetables, and each plot has 9 plants, how many servings of vegetables is Jimmy growing?",306,"Reasoning:
First find the number of servings each corn plant produces: 4 servings/carrot * 5 = <<4*5=20>>20 servings/corn
Then find the number of servings each green bean plant produces: 20 servings/corn / 2 = <<20/2=10>>10 servings/green bean
Then find the total number of servings from the carrot plants: 9 carrot plants * 4 servings/carrot = <<9*4=36>>36 servings
Then find the total number of servings from the corn plants: 9 corn plants * 20 servings/corn = <<9*20=180>>180 servings
Then find the total number of servings from the green bean plants: 9 green bean plants * 10 servings/green bean = <<9*10=90>>90 servings
Then add the number of servings from each plot to find the total number of servings: 36 servings + 180 servings + 90 servings = <<36+180+90=306>>306 servings

Final Answer:
306",19.031610012054443,gsm8k,math_reasoning
8781,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Two pipes A and B can fill a cistern in 15 and 20 minutes respectively, and a third pipe C can empty it in 30 minutes. How long will it take to fill the cistern if all the three are opened at the same time?

Choices:
A. 17 1/4 min
B. 12 min
C. 17 1/7 min
D. 17 1/8 min
E. 17 5/7 min",12 min,"Reasoning:
1/15 + 1/20 - 1/30 = 1/12
12 min
Answer: B

Final Answer:
12 min",3.0628767013549805,AQUA-RAT,math_reasoning
27135,Solve the following math reasoning problem step by step.,"Joyce, Michael, Nikki, and Ryn have a favorite movie. Joyce's favorite movie is 2 hours longer than Michael's movie. Nikki's movie is three times as long as Michael's movie, and Ryn's favorite movie is 4/5 times as long as Nikki's favorite movie. If Nikki's favorite movie is 30 hours long, calculate the total number of hours of their favorite movies together.",76,"Reasoning:
If Nikki's favorite movie is 30 hours long, and it is three times as long as Michael's movie, then Michael's movie is 30/3=<<30/3=10>>10 hours long.
Joyce's favorite movie is 2 hours longer than Michael's movie, so it is 10+2=<<10+2=12>>12 hours long.
Ryn's favorite movie is 4/5 times as long as Nikki's favorite movie, so it is 4/5*30=<<4/5*30=24>>24 hours long.
The total number of hours of their favorite movies together is 12+10+30+24=<<12+10+30+24=76>>76 hours.

Final Answer:
76",14.233227491378784,gsm8k,math_reasoning
15589,Solve the following math reasoning problem step by step.,Jessica’s class is going to a farm for a field trip. The school will bring all 35 students in the class plus 4 adult chaperones. The farm entrance fee for students costs $5 and $6 for adults. How much will the school pay for the farm entrance in all?,199,"Reasoning:
The cost of the entrance for the students is 35 x $5 = $<<35*5=175>>175.
The cost of the entrance for the adults is 4 x $6 = $<<4*6=24>>24.
The total cost of the entrance is $175 + $24 = $<<175+24=199>>199.

Final Answer:
199",7.257365942001343,gsm8k,math_reasoning
7665,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"In a camp, there is a meal for 160 men or 220 children. If 160 children have taken the meal, how many men will be catered to with remaining meal?

Choices:
A. 20
B. 43
C. 50
D. 10
E. 40",43,"Reasoning:
Explanation:
Let the number of men be x.
Then, x + 160 = 220
x = 60
Remaining meal for 60 men = 160 - 160 = 0
Answer: D

Final Answer:
10",4.792133331298828,AQUA-RAT,math_reasoning
23866,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A local bank that has 12 branches uses a two-digit code to represent each of its branches. The same integer can be used for both digits of a code, and a pair of two-digit numbers that are the reverse of each other (such as 17 and 71) are considered as two separate codes. What is the fewest number of different integers required for the 12 codes?

Choices:
A. 3
B. 4
C. 12 ( 2 integers 4 codes)
D. 6
E. 7",12 ( 2 integers 4 codes),"Reasoning:
The number of codes is 12. The number of integers required is 12/2 = 6.
The answer is D.

Final Answer:
6",3.1283366680145264,AQUA-RAT,math_reasoning
17757,Solve the following math reasoning problem step by step.,Emmy has a collection of 14 iPods. She loses 6 out of the 14 she had but she still has twice as many as Rosa. How many iPods does Emmy and Rosa have together?,12,"Reasoning:
After losing 6 iPods, Emmy has 14 - 6 = <<14-6=8>>8 iPods.
Rosa has 8 / 2 = <<8/2=4>>4 iPods.
Emmy and Rosa have 8 + 4 = <<8+4=12>>12 iPods together.

Final Answer:
12",6.692898273468018,gsm8k,math_reasoning
3396,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"In a public show 62 % of the seats were filled. If there were 600 seats in the hall, how many seats were vacant?

Choices:
A. 100
B. 110
C. 120
D. 140
E. 228",228,"Reasoning:
Total number of seats = 600
Number of seats filled = 62 % of 600 = 62/100 * 600 = 372
Number of seats vacant = 600 - 372 = 228
Answer is E

Final Answer:
228",5.008461952209473,AQUA-RAT,math_reasoning
20364,Solve the following math reasoning problem step by step.,"Calvin and Phoebe each have 8 more pastries than Frank but only five less than Grace. If Grace has 30 pastries, calculate the total number of pastries that the four have?",97,"Reasoning:
If Grace has 30 pastries, and Calvin and Phoebe each have 8 more pastries than Frank, then Frank has 30-8-8 = <<30-8-8=14>>14 pastries.
Calvin and Phoebe have 8 more pastries than Frank, meaning they have 14+8 = <<14+8=22>>22 pastries each.
The total number of pastries that Calvin and Phoebe have is 2*22 = <<2*22=44>>44 pastries.
The total number of pastries that the four have is 44+14+30 = <<44+14+30=88>>88 pastries.

Final Answer:
88",13.235061407089232,gsm8k,math_reasoning
5100,Solve the following math reasoning problem step by step.,Hannah has 5 times as many dolls as her sister. Her sister has 8 dolls. How many dolls do they have altogether?,48,"Reasoning:
Hannah has 5 * 8 = <<5*8=40>>40 dolls.
Altogether, they have 40 + 8 = <<40+8=48>>48 dolls.

Final Answer:
48",4.211572885513306,gsm8k,math_reasoning
1588,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"In a bag there are a certain number of blue balls and white balls. The probability of picking up exactly 1 white ball when 2 balls are randomly drawn, is 1/2. Which of the following is the ratio of the number of blue balls to white balls in the bag

Choices:
A. 1:1
B. 1:2
C. 1:5
D. 1:4
E. 1:6",1:1,"Reasoning:
Let the number of blue balls be B and the number of white balls be W.
P(1 white ball out of 2 draws) = 2B/(B+W) * 1/(B+W-1) = 2B/(B+W) = 1/2
=> 4B = B + W
=> B = W/3
=> B:W = 1:3
Answer: A

Final Answer:
1:1",8.887898921966553,AQUA-RAT,math_reasoning
14206,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A car runs 375 km in 3 hours. What's the car's speed?

Choices:
A. 124
B. 125
C. 126
D. 127
E. None",125,"Reasoning:
Speed = Distance/Time
Speed = 375/3
Speed = 125
Answer: B

Final Answer:
125",2.608257293701172,AQUA-RAT,math_reasoning
538,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Are psychiatric patients welcome to join the United States Air Force?,No,"Reasoning:
The United States Air Force has a psychiatric screening process for all applicants. The Air Force has a psychiatric evaluation process for all new recruits. The Air Force has a psychiatric evaluation process for all new recruits. The Air Force has a psychiatric evaluation process for all new recruits.

Final Answer:
Yes",5.295390367507935,StrategyQA,commonsense_reasoning
9263,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Can you transport a primate in a backpack?,Yes,"Reasoning:
Primates are large animals. Backpacks are designed for carrying small objects.

Final Answer:
No",2.0241482257843018,StrategyQA,commonsense_reasoning
22429,Solve the following math reasoning problem step by step.,"The price of two kilograms of sugar and five kilograms of salt is $5.50. If a kilogram of sugar costs $1.50, then how much is the price of three kilograms of sugar and a kilogram of salt?",5,"Reasoning:
Two kilograms of sugar cost $1.50 x 2 = $<<1.5*2=3>>3.
Five kilograms of salt cost $5.50 - $3 = $<<5.50-3=2.50>>2.50.
One kilogram of salt costs $2.50/5 = $<<2.5/5=0.5>>0.5.
Three kilograms of sugar and a kilogram of salt cost $3 + $0.5 = $<<3+0.5=3.50>>3.50.

Final Answer:
3.5",11.525371313095093,gsm8k,math_reasoning
18126,Solve the following math reasoning problem step by step.,"Sandra had 2 different bags of candy.  Each of her bags had 6 pieces of candy left.  Her brother, Roger, also had 2 bags of candy.  One of his bags of candy had 11 pieces left and the other had 3 pieces left.  How much more candy did Roger have?",2,"Reasoning:
Sandra had 2 bags of candy with 6 pieces each so she had 2*6 = <<2*6=12>>12 pieces of candy
Roger had 1 bag with 11 pieces and the other with 3 pieces so he had 11+3 = <<11+3=14>>14 pieces of candy
Roger had 14 pieces of candy and Sandra had 12 pieces of candy so Roger had 14-12 = <<14-12=2>>2 more pieces of candy

Final Answer:
2",10.052838325500488,gsm8k,math_reasoning
7755,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"How many different subset of the set of the 12 Calendar Month will not have the Month of March.

Choices:
A. 1951
B. 1948
C. 1953
D. 1947
E. 1949",1949,"Reasoning:
12C1 - 1 = 11
11C1 = 11
11C2 = 55
11C3 = 165
11C4 = 330
11C5 = 462
11C6 = 462
11C7 = 330
11C8 = 165
11C9 = 55
11C10 = 11
11C11 = 1
11C12 = 1
11C12 - 1 = 0
11C12 - 1 + 11C11 + 11C10 + 11C9 + 11C8 + 11C7 + 11C6 + 11C5 + 11C4 + 11C3 + 11C2 + 11C1 = 1951
Answer: A

Final Answer:
1951",15.893064022064207,AQUA-RAT,math_reasoning
16868,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Find the total average marks of all the students in 2 separate classes, if the average marks of students in the first class of 39 students is 45 and that of another class of 35 students is 70.

Choices:
A. 55.8
B. 51.8
C. 53.8
D. 56.8
E. 52.8",56.8,"Reasoning:
Total average marks of all the students = (39 * 45 + 35 * 70) / (39 + 35)
= (1755 + 2450) / 74
= 4205 / 74
= 56.8
Answer: D

Final Answer:
56.8",5.925264120101929,AQUA-RAT,math_reasoning
29966,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Three numbers are in the ratio 3:4:5 and their L.C.M. is 2400. Their H.C.F is?

Choices:
A. 20
B. 30
C. 40
D. 50
E. 60",40,"Reasoning:
Let the numbers be 3x, 4x and 5x.
Then, x * 60 = 2400
x = 40.
Hence, their H.C.F. = 40.
Answer: C

Final Answer:
40",4.879811525344849,AQUA-RAT,math_reasoning
28846,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The cost of 2 chairs and 3 tables is Rs.1400. The cost of 3 chairs and 2 tables is Rs.1200. The cost of each table is more than that of each chair by?

Choices:
A. 228
B. 287
C. 277
D. 188
E. 200",200,"Reasoning:
Explanation:
Let the cost of each chair and each table be x and y respectively.
Then, 2x + 3y = 1400 --- (1)
3x + 2y = 1200 --- (2)
From (1) and (2), we get:
x = 200 and y = 300.
Hence, the cost of each table is Rs. 300 - Rs. 200 = Rs. 100 more than that of each chair.
Answer: E

Final Answer:
200",9.67054319381714,AQUA-RAT,math_reasoning
14044,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Statement: Unemployment allowance should be given to all unemployed Indian youth above 18 yrs of age. Assumptions: 1) There are unemployed youth in India who needs monetary support. 2) The government has sufficient funds to provide allowance to all unemployed youth.

Choices:
A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit",Only assumption I is implicit,"Reasoning:
Explanation:
Unemployment allowance should be given to all unemployed Indian youth above 18 yrs of age.
1) There are unemployed youth in India who needs monetary support. (Implicit)
2) The government has sufficient funds to provide allowance to all unemployed youth. (Implicit)
Answer: Option E

Final Answer:
Both I and II are implicit",6.544290065765381,AQUA-RAT,math_reasoning
4037,Solve the following math reasoning problem step by step.,"Margo donated $4300 to Jayden's fundraising campaign. If Julie donated $4700 to Jayden's campaign, What's half the difference in the amount they contributed?",200,"Reasoning:
The difference between the amount Margo and Julie contributed is $4700 - $4300 = $<<4700-4300=400>>400.
Half the difference is $400/2 = $<<400/2=200>>200.

Final Answer:
200",5.000264406204224,gsm8k,math_reasoning
13664,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A train passes a man standing on the platform. If the train is 170 meters long and its speed is 72 kmph, how much time it took in doing so?

Choices:
A. 6 ½ sec
B. 6 ½ sec
C. 9 ½ sec
D. 8 ½ sec
E. 7 ½ sec",8 ½ sec,"Reasoning:
Speed = 72 * 5/18 = 20 mps
Time = 170/20 = 8 ½ sec
Answer: D

Final Answer:
8 ½ sec",3.74343204498291,AQUA-RAT,math_reasoning
7886,Solve the following math reasoning problem step by step.,Hannah sold 40 pieces of cookies for $0.8 each and 30 cupcakes for $2 each. She used the money to buy 2 sets of measuring spoons for $6.5 each. How much money does she have left?,79,"Reasoning:
Hannah earned 40 x $0.8 = $<<40*0.8=32>>32 from selling cookies.
She earned 30 x $2 = $<<30*2=60>>60 from selling cupcakes.
So, she earned $32 + $60 = $<<32+60=92>>92 in total.
Two sets of measuring spoons cost $6.5 x 2 = $<<6.5*2=13>>13.
Therefore, Hannah has $92 - $13 = $<<92-13=79>>79 left.

Final Answer:
79",10.808332681655884,gsm8k,math_reasoning
3547,Solve the following math reasoning problem step by step.,"Henry drinks 15 bottles of kombucha every month.  Each bottle costs $3.00 and is eligible for a cash refund of $0.10 per bottle when he takes it to a recycling center.  After 1 year, how many bottles of kombucha will he be able to buy after he receives his cash refund?",6,"Reasoning:
He drinks 15 bottles every month and there are 12 months in a year so he drinks 15*12 = <<15*12=180>>180 bottles of kombucha
Each bottle costs $3.00 and he gets a $0.10 refund per bottle so he saves $3.00-$0.10 = $<<3.00-0.10=2.90>>2.90 per bottle
He drinks 180 bottles and each bottle saves him $2.90 so he saves 180*2.90 = $<<180*2.90=522.00>>522.00
Each bottle costs $3.00 and he saves $2.90 per bottle so he can buy 3/2.9 = <<3/2.9=1.034>>1.034 bottles per $3.00
He has $522.00 and each bottle costs $3.00 so he can buy 522/3 = <<522/3=174>>174 bottles
He drinks 180 bottles and can buy 174 bottles so he has 180-174 = <<180-174=6>>6 bottles left over

Final Answer:
6",21.63398694992065,gsm8k,math_reasoning
2884,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"In Lottery,there are 10 prizes and 25 blanks.A lottery is drawn at random.What is the Probability of getting a prize?

Choices:
A. 1/7
B. 2/7
C. 3/7
D. 4/7
E. 1",2/7,"Reasoning:
P(prize) = 10/35 = 2/7
ANSWER:B

Final Answer:
2/7",2.599745035171509,AQUA-RAT,math_reasoning
25246,Solve the following math reasoning problem step by step.,"Carson needs to mow the lawn and plant some flowers. Carson has to mow 40 lines to cover the whole yard, and it takes him 2 minutes to mow one line. He also needs to plant 8 rows of flowers, each with 7 flowers, and it takes him half a minute to plant each flower. How many minutes will Carson spend gardening?",108,"Reasoning:
First find the total time it takes to mow the lawn: 40 lines * 2 minutes/line = <<40*2=80>>80 minutes
Then find the total number of flowers: 8 rows * 7 flowers/row = <<8*7=56>>56 flowers
Then find the total time it takes to plant the flowers: 56 flowers * 0.5 minutes/flower = <<56*0.5=28>>28 minutes
Then add the time it takes to mow and plant to find the total time: 28 minutes + 80 minutes = <<28+80=108>>108 minutes

Final Answer:
108",12.236877202987673,gsm8k,math_reasoning
14420,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"7% of the total quantity of rice is lost in grinding when a country has to import 6 million tonnes, but when only 7 3/4% is lost, it can import 3 million tonnes. Find the quantity of rice grown in the country.

Choices:
A. 200
B. 300
C. 400
D. 450
E. 560",400,"Reasoning:
Let the total quantity of rice grown in the country be x tonnes.
When 7 3/4% is lost, the quantity of rice imported = 3 million tonnes.
=> 7 3/4% of x = 3
=> 7/4 x 100 = 3
=> x = 12
When 7% is lost, the quantity of rice imported = 6 million tonnes.
=> 7% of x = 6
=> 7 x 100 = 6
=> x = 100/7 = 14 2/7
=> 14 2/7 - 12 = 2/7
=> 2/7 of x = 2
=> x = 7
=> 7 x 100 = 700
=> x = 100
Answer: A

Final Answer:
200",16.486215114593506,AQUA-RAT,math_reasoning
12217,Solve the following math reasoning problem step by step.,"A rope has a length of 200 meters. Stefan cuts the rope into four equal parts, gives his mother half of the cut pieces, and subdivides the remaining pieces into two more equal parts. What's the length of each piece?",25,"Reasoning:
The length of each of the first four pieces is 200/4 = <<200/4=50>>50 meters.
Stefan gives his mother 50/2 = <<50/2=25>>25 meters of rope.
So, he has 50 - 25 = <<50-25=25>>25 meters of rope left.
He then cuts the remaining rope into two equal parts, so each piece is 25/2 = <<25/2=12.5>>12.5 meters long.

Final Answer:
12.5",10.112743377685549,gsm8k,math_reasoning
15134,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The sum of the present ages of a father and his son is 60 years. Six years ago, father's age was five times the age of the son. After 6 years, son's age will be?

Choices:
A. 77 years
B. 67 years
C. 20 years
D. 55 years
E. 61 years",20 years,"Reasoning:
Let the present ages of the father and son be x and (60 - x) years respectively.
Then, (x - 6) = 5(60 - x - 6)
=> x - 6 = 270 - 5x
=> 6x = 276
=> x = 46
Son's age after 6 years = (60 - x + 6) years = (60 - 46 + 6) years = 20 years.
Answer:C

Final Answer:
20 years",9.992339372634888,AQUA-RAT,math_reasoning
18715,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A bag contains 10 balls numbered from 0 to 9. the balls are such that the person picking a ball out of the bag is equally likely to pick anyone of them. A person picked a ball and replaced it in the bag after noting its number. He repeated this process 2 more times. What is the probability that the ball picked first is numbered higher than the ball picked second and the ball picked second is numbered higher than the ball picked third?

Choices:
A. 72/100
B. 3/25
C. 4/5
D. 1/6
E. 1/9",3/25,"Reasoning:
The probability that the ball picked first is numbered higher than the ball picked second is 5/10*4/9=20/90
The probability that the ball picked second is numbered higher than the ball picked third is 4/9*3/8=12/72
The probability that the ball picked first is numbered higher than the ball picked second and the ball picked second is numbered higher than the ball picked third is 20/90*12/72=4/15
The answer is C.

Final Answer:
4/5",10.046530723571776,AQUA-RAT,math_reasoning
14202,Solve the following math reasoning problem step by step.,Mark deposited $88 in a bank. Bryan deposited $40 less than five times as much as Mark. How much did Mark deposit in the bank?,400,"Reasoning:
Five times the amount Mark deposited is 88 x 5 = <<88*5=440>>440.
Bryan deposited 440 - 40 = <<440-40=400>>400.
Mark deposited 88 + 400 = <<88+400=488>>488.

Final Answer:
488",5.714449644088745,gsm8k,math_reasoning
1676,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Find the 5th and 7th term of the series 1, 4, 7, 10,...? And their ratio is?

Choices:
A. 11/13
B. 17/13
C. 19/13
D. 21/13
E. 17/15",19/13,"Reasoning:
a = 1
d = 3
T5 = a + (5 - 1)d = 1 + 4 * 3 = 13
T7 = a + (7 - 1)d = 1 + 6 * 3 = 19
Ratio = 13/3
Answer: C

Final Answer:
19/13",6.833690166473389,AQUA-RAT,math_reasoning
18488,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A meeting has to be conducted with 5 managers. Find the number of ways in which the managers may be selected from among 7 managers, if there are 2 managers who refuse to attend the meeting together.

Choices:
A. 6
B. 8
C. 10
D. 11
E. 15",11,"Reasoning:
Total number of ways of selecting 5 managers from 7 managers = 7C5 = 21
Number of ways of selecting 5 managers including both the managers who refuse to attend the meeting together = 5C3 = 10
Number of ways of selecting 5 managers excluding both the managers who refuse to attend the meeting together = 5C5 - 1 = 1
Required number of ways = 21 - 10 - 1 = 10
Answer: C

Final Answer:
10",9.600435972213743,AQUA-RAT,math_reasoning
12964,Solve the following math reasoning problem step by step.,"Jenna is adding black dots to a bunch of white blouses. Each blouse gets 20 dots, and each dot takes 10 ml of black dye. How many 400-ml bottles of dye does Jenna need to buy to dye 100 blouses?",50,"Reasoning:
First find the total number of dots Jenna needs: 20 dots/blouse * 100 blouses = <<20*100=2000>>2000 dots
Then divide the number of dots by the number of dots per bottle to find the number of bottles: 2000 dots / 10 dots/bottle = <<2000/10=200>>200 bottles

Final Answer:
200",7.191134214401245,gsm8k,math_reasoning
22016,Solve the following math reasoning problem step by step.,"Radhika got a new gaming system and asked everyone to get her games as gifts to add to the games she already has that she bought with her gaming system. On Christmas, she is given 12 new video games. On her birthday in February, she is given 8 more video games. Radhika already owned 1/2 the number of games as what she was given on Christmas and her birthday. How many video games does she own now?",30,"Reasoning:
Radhika was given 12 + 8 = <<12+8=20>>20 video games on Christmas and her birthday.
She already owned 1/2 * 20 = <<1/2*20=10>>10 video games.
So, Radhika now owns 10 + 20 = <<10+20=30>>30 video games.

Final Answer:
30",7.26001238822937,gsm8k,math_reasoning
28128,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A can give B a start of 50 metres or 10 seconds in a kilometer race. How long does A take to complete the race?

Choices:
A. 200 seconds
B. 140 seconds
C. 220 seconds
D. 190 seconds
E. None",190 seconds,"Reasoning:
Explanation:
Let the speed of A and B be x m/sec and y m/sec respectively.
Then, x = y + 10/50 = y + 1/5
x - y = 1/5 => y = 4/5x
Distance covered by A in 1 second = x m.
Distance covered by B in 1 second = 4/5x m.
Distance covered by B in 10 seconds = 4/5x * 10 = 8x m.
Distance covered by A in 10 seconds = x * 10 = 10x m.
Therefore, A covers 10x - 8x = 2x m in 10 seconds.
Therefore, A covers 1 km in 10/2 = 5 seconds.
Answer: Option A

Final Answer:
200 seconds",15.334630966186523,AQUA-RAT,math_reasoning
15443,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A train 320 m in length crosses a telegraph post in 12 seconds. The speed of the train is?

Choices:
A. 77 kmph
B. 95 kmph
C. 94 kmph
D. 98 kmph
E. 96 kmph",96 kmph,"Reasoning:
Speed = 320/12 * 18/5 = 80 * 18/5 = 96 kmph
Answer: E

Final Answer:
96 kmph",3.39082145690918,AQUA-RAT,math_reasoning
20665,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Two mixtures A and B contain milk and water in the ratios 2:5 and 5:4 respectively. How many gallons of A must be mixed with 90 gallons of B so that the resultant mixture contains 40% milk?

Choices:
A. 144
B. 122.5
C. 105.1
D. 72
E. 134",122.5,"Reasoning:
Let x be the number of gallons of A.
0.4(90+x)=2/7x
x=105.1
The answer is C.

Final Answer:
105.1",3.83475923538208,AQUA-RAT,math_reasoning
25354,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"What approximate value should come in place of the question mark (?) in each of the following equations ?
(9.009)1/2 + (16.0001)1/4 = (?)% of 50.5

Choices:
A. 7
B. 8
C. 5
D. 10
E. 11",10,"Reasoning:
(9.009)1/2 + (16.0001)1/4 = (?)% of 50.5
(9.009)1/2 + (16.0001)1/4 = (50.5/100)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.0001)1/4 = (505/1000)%
(9.009)1/2 + (16.000",44.36069941520691,AQUA-RAT,math_reasoning
23687,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Sum of the squares of three numbers is 138 and the sum of their products taken two at a time is 131. Find the sum?

Choices:
A. 20
B. 24
C. 27
D. 28
E. 30",20,"Reasoning:
(a + b + c)2 = a2 + b2 + c2 + 2(ab + bc + ca) = 138 + 2(131) = 300
a + b + c = √300 = 10√3 = 17.32
Answer: B

Final Answer:
24",5.971854209899902,AQUA-RAT,math_reasoning
1412,Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"Which is the best example a chemical change has occurred?

Choices:
A. change of state
B. release of energy
C. temperature change
D. formation of a new substance",formation of a new substance,"Reasoning:
Not provided

Final Answer:
formation of a new substance",1.336702585220337,ARC-Challenge,science_reasoning
