index,input,expected_answer,model_response,dataset,task_type,question_valid,reference_answer_correct,answer_correct,reasoning_correct,judge_evidence,parse_status,raw_output,finish_reason,error,time_seconds
29554,"The salary of a typist was at first raised by 10% and then the same was reduced by 5%. If he presently draws Rs.4180.What was his original salary?

Choices:
A. 2277
B. 2999
C. 4000
D. 2651
E. 1971",4000,"Reasoning:
Let the original salary be Rs. x.
Then, (110/100) * (95/100) * x = 4180
=> x = 4180 * (100 * 100) / (110 * 95)
= Rs. 4000.
Answer: C

Final Answer:
4000",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,12.08
15981,"Approximately how many cubic feet of water are needed to fill a circular swimming pool that is 70 feet across and 9 feet deep?

Choices:
A. 4000
B. 10000
C. 20000
D. 35000
E. 45000",35000,"Reasoning:
The area of the circular base of the pool is pi*r^2 = 3.14*70*70 = 15310 sq ft.
The volume of water needed is the area of the base times the depth, or 15310*9 = 137470 cubic feet.
The answer is B.

Final Answer:
10000",AQUA-RAT,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,8.59
24347,"Angela, Bernie, and Colleen can complete a job, all working together, in 5 hours. Angela and Bernie, working together at their respective rates, can complete the same job in 6 hours. How long would it take Colleen, working alone, to complete the entire job?

Choices:
A. 8 hours
B. 10 hours
C. 12 hours
D. 30 hours
E. 20 hours",30 hours,"Reasoning:
Let's say Angela, Bernie, and Colleen can complete the job in 5 hours, so their combined rate is 1/5 of the job per hour.
Let's say Angela and Bernie can complete the job in 6 hours, so their combined rate is 1/6 of the job per hour.
Since the combined rate of Angela and Bernie is 1/6, and the combined rate of Angela, Bernie, and Colleen is 1/5, the combined rate of Colleen is 1/5 - 1/6 = 1/30 of the job per hour.
So, it would take Colleen 30 hours to complete the entire job.
The answer is D.

Final Answer:
30 hours",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,8.26
22229,"If a > 1, b > 1, and (a^2)b = a, then which of the following MUST be true?

Choices:
A. a > b
B. 2a > b
C. a^2< b^2
D. ab > b
E. a^3 < b^3",ab > b,"Reasoning:
a^2b = a
a^2b - a = 0
a(a - b) = 0
a = 0 or a = b
Since a > 1 and b > 1, a = b is not possible.
a = 0 is not possible since a > 1.
a^2b = a
a^2b - a = 0
a(a - b) = 0
a = 0 or a = b
Since a > 1 and b > 1, a = b is not possible.
a = 0 is not possible since a > 1.
a^2b = a
a^2b - a = 0
a(a - b) = 0
a = 0 or a = b
Since a > 1 and b > 1, a = b is not possible.
a = 0 is not possible since a > 1.
a^2b = a
a^2b - a = 0
a(a - b) = 0
a = 0 or a = b
Since a > 1 and b > 1, a = b is not possible.
a = 0 is not possible since a > 1.
a^2b = a
a^2b - a = 0
a(a - b) = 0
a = 0 or a = b
Since a > 1 and b > 1, a = b is not possible.
a = 0 is not possible since a > 1.
a^2b = a
a^2b - a = 0
a(a - b) = 0
a = 0 or a = b
Since a > 1 and b > 1, a = b is not possible.
a = 0 is not possible since a > 1.
a^2b = a
a^2b - a = 0
a(a - b) = 0
a = 0 or a = b
Since a > 1 and b > 1, a = b is not possible.
a = 0 is not possible since a > 1.
a^2b = a
a^2b - a = 0
a(a - b) = 0
a = 0 or a = b
Since a > 1 and b > 1, a",AQUA-RAT,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,13.81
13717,"On Monday, a certain animal shelter housed 45 cats and dogs. By Friday, 1/5 of the cats and 1/4 of the dogs had been adopted; no new cats or dogs were brought to the shelter during this period. What is the greatest possible number of pets that could have been adopted from the animal shelter between Monday and Friday?

Choices:
A. 10
B. 11
C. 12
D. 13
E. 14",11,"Reasoning:
Let the number of cats be x and the number of dogs be y.
x+y=45
x/5+y/4=1
4x+5y=20
x=5y/4
x+y=45
5y/4+y=45
y=40/9
x=50/9
x+y=45
50/9+40/9=45
50/9=45
9*50/45=45
50/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45/45=45
50/45*45",AQUA-RAT,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,22.84
14640,"If x is 25 percent greater than 88, then x =

Choices:
A. 110
B. 70.4
C. 86
D. 105.6
E. 108",110,"Reasoning:
x = 88 + 0.25*88 = 110
The answer is A.

Final Answer:
110",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,9.13
18448,"How many numbers between 200 and 400 begin or end with 3?

Choices:
A. 20
B. 60
C. 100
D. 110
E. 120",110,"Reasoning:
Numbers between 200 and 400 begin with 3 = 200, 300, 400 = 3
Numbers between 200 and 400 end with 3 = 203, 213, 223, 233, 243, 253, 263, 273, 283, 293, 303, 313, 323, 333, 343, 353, 363, 373, 383, 393 = 20
Total = 3 + 20 = 23
Answer: A

Final Answer:
20",AQUA-RAT,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,8.02
28292,"The compound interest earned by Sunil on a certain amount at the end of two years at the rate of 8% p.a. was Rs.2828.80. Find the total amount that Sunil got back at the end of two years in the form of principal plus interest earned.

Choices:
A. 19828.83
B. 19828.8
C. 19828.82
D. 19828.89
E. 19828.81",19828.8,"Reasoning:
Let the principal be Rs. P.
Then, P{ [1 + 8/100]2 - 1 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } = 2828.80
P{ [8/100]2 + [8/100]2 } =",AQUA-RAT,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,15.22
22759,"A work could be completed in 100days by x workers. However, due to the absence of 10workers, it was completed in 110days. The original no.of workers was:

Choices:
A. 90
B. 106
C. 110
D. 120
E. 130",110,"Reasoning:
Let the original no.of workers be x.
x*100 = (x-10)*110
x=110
Answer:C

Final Answer:
110",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,11.65
17142,"3/4 of 1/2 of 2/5 of 5000 = ?

Choices:
A. 392
B. 229
C. 753
D. 750
E. 540",750,"Reasoning:
3/4 * 1/2 * 2/5 * 5000 = 750
Answer: D

Final Answer:
750",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,7.06
3230,"Jimmy is setting up a garden. He has three plots: one plot for green beans, one plot for carrots, and one plot for corn. Each corn plant produces 5 times as many servings of veggies as each carrot, and each green bean plant produces half as many servings as each corn plant. If each carrot produces 4 servings of vegetables, and each plot has 9 plants, how many servings of vegetables is Jimmy growing?",306,"Reasoning:
First find the number of servings each corn plant produces: 4 servings/carrot * 5 = <<4*5=20>>20 servings/corn
Then find the number of servings each green bean plant produces: 20 servings/corn / 2 = <<20/2=10>>10 servings/green bean
Then find the total number of servings from the carrot plants: 9 carrot plants * 4 servings/carrot = <<9*4=36>>36 servings
Then find the total number of servings from the corn plants: 9 corn plants * 20 servings/corn = <<9*20=180>>180 servings
Then find the total number of servings from the green bean plants: 9 green bean plants * 10 servings/green bean = <<9*10=90>>90 servings
Then add the number of servings from each plot to find the total number of servings: 36 servings + 180 servings + 90 servings = <<36+180+90=306>>306 servings

Final Answer:
306",gsm8k,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,6.13
8781,"Two pipes A and B can fill a cistern in 15 and 20 minutes respectively, and a third pipe C can empty it in 30 minutes. How long will it take to fill the cistern if all the three are opened at the same time?

Choices:
A. 17 1/4 min
B. 12 min
C. 17 1/7 min
D. 17 1/8 min
E. 17 5/7 min",12 min,"Reasoning:
1/15 + 1/20 - 1/30 = 1/12
12 min
Answer: B

Final Answer:
12 min",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,42.38
27135,"Joyce, Michael, Nikki, and Ryn have a favorite movie. Joyce's favorite movie is 2 hours longer than Michael's movie. Nikki's movie is three times as long as Michael's movie, and Ryn's favorite movie is 4/5 times as long as Nikki's favorite movie. If Nikki's favorite movie is 30 hours long, calculate the total number of hours of their favorite movies together.",76,"Reasoning:
If Nikki's favorite movie is 30 hours long, and it is three times as long as Michael's movie, then Michael's movie is 30/3=<<30/3=10>>10 hours long.
Joyce's favorite movie is 2 hours longer than Michael's movie, so it is 10+2=<<10+2=12>>12 hours long.
Ryn's favorite movie is 4/5 times as long as Nikki's favorite movie, so it is 4/5*30=<<4/5*30=24>>24 hours long.
The total number of hours of their favorite movies together is 12+10+30+24=<<12+10+30+24=76>>76 hours.

Final Answer:
76",gsm8k,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,1.15
15589,Jessica’s class is going to a farm for a field trip. The school will bring all 35 students in the class plus 4 adult chaperones. The farm entrance fee for students costs $5 and $6 for adults. How much will the school pay for the farm entrance in all?,199,"Reasoning:
The cost of the entrance for the students is 35 x $5 = $<<35*5=175>>175.
The cost of the entrance for the adults is 4 x $6 = $<<4*6=24>>24.
The total cost of the entrance is $175 + $24 = $<<175+24=199>>199.

Final Answer:
199",gsm8k,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,11.1
7665,"In a camp, there is a meal for 160 men or 220 children. If 160 children have taken the meal, how many men will be catered to with remaining meal?

Choices:
A. 20
B. 43
C. 50
D. 10
E. 40",43,"Reasoning:
Explanation:
Let the number of men be x.
Then, x + 160 = 220
x = 60
Remaining meal for 60 men = 160 - 160 = 0
Answer: D

Final Answer:
10",AQUA-RAT,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,8.96
23866,"A local bank that has 12 branches uses a two-digit code to represent each of its branches. The same integer can be used for both digits of a code, and a pair of two-digit numbers that are the reverse of each other (such as 17 and 71) are considered as two separate codes. What is the fewest number of different integers required for the 12 codes?

Choices:
A. 3
B. 4
C. 12 ( 2 integers 4 codes)
D. 6
E. 7",12 ( 2 integers 4 codes),"Reasoning:
The number of codes is 12. The number of integers required is 12/2 = 6.
The answer is D.

Final Answer:
6",AQUA-RAT,math_reasoning,True,False,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": false,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,19.76
17757,Emmy has a collection of 14 iPods. She loses 6 out of the 14 she had but she still has twice as many as Rosa. How many iPods does Emmy and Rosa have together?,12,"Reasoning:
After losing 6 iPods, Emmy has 14 - 6 = <<14-6=8>>8 iPods.
Rosa has 8 / 2 = <<8/2=4>>4 iPods.
Emmy and Rosa have 8 + 4 = <<8+4=12>>12 iPods together.

Final Answer:
12",gsm8k,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,13.19
3396,"In a public show 62 % of the seats were filled. If there were 600 seats in the hall, how many seats were vacant?

Choices:
A. 100
B. 110
C. 120
D. 140
E. 228",228,"Reasoning:
Total number of seats = 600
Number of seats filled = 62 % of 600 = 62/100 * 600 = 372
Number of seats vacant = 600 - 372 = 228
Answer is E

Final Answer:
228",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,6.03
20364,"Calvin and Phoebe each have 8 more pastries than Frank but only five less than Grace. If Grace has 30 pastries, calculate the total number of pastries that the four have?",97,"Reasoning:
If Grace has 30 pastries, and Calvin and Phoebe each have 8 more pastries than Frank, then Frank has 30-8-8 = <<30-8-8=14>>14 pastries.
Calvin and Phoebe have 8 more pastries than Frank, meaning they have 14+8 = <<14+8=22>>22 pastries each.
The total number of pastries that Calvin and Phoebe have is 2*22 = <<2*22=44>>44 pastries.
The total number of pastries that the four have is 44+14+30 = <<44+14+30=88>>88 pastries.

Final Answer:
88",gsm8k,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,7.13
5100,Hannah has 5 times as many dolls as her sister. Her sister has 8 dolls. How many dolls do they have altogether?,48,"Reasoning:
Hannah has 5 * 8 = <<5*8=40>>40 dolls.
Altogether, they have 40 + 8 = <<40+8=48>>48 dolls.

Final Answer:
48",gsm8k,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,7.95
1588,"In a bag there are a certain number of blue balls and white balls. The probability of picking up exactly 1 white ball when 2 balls are randomly drawn, is 1/2. Which of the following is the ratio of the number of blue balls to white balls in the bag

Choices:
A. 1:1
B. 1:2
C. 1:5
D. 1:4
E. 1:6",1:1,"Reasoning:
Let the number of blue balls be B and the number of white balls be W.
P(1 white ball out of 2 draws) = 2B/(B+W) * 1/(B+W-1) = 2B/(B+W) = 1/2
=> 4B = B + W
=> B = W/3
=> B:W = 1:3
Answer: A

Final Answer:
1:1",AQUA-RAT,math_reasoning,True,False,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": false,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,19.26
14206,"A car runs 375 km in 3 hours. What's the car's speed?

Choices:
A. 124
B. 125
C. 126
D. 127
E. None",125,"Reasoning:
Speed = Distance/Time
Speed = 375/3
Speed = 125
Answer: B

Final Answer:
125",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,23.05
538,Are psychiatric patients welcome to join the United States Air Force?,No,"Reasoning:
The United States Air Force has a psychiatric screening process for all applicants. The Air Force has a psychiatric evaluation process for all new recruits. The Air Force has a psychiatric evaluation process for all new recruits. The Air Force has a psychiatric evaluation process for all new recruits.

Final Answer:
Yes",StrategyQA,commonsense_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,6.06
9263,Can you transport a primate in a backpack?,Yes,"Reasoning:
Primates are large animals. Backpacks are designed for carrying small objects.

Final Answer:
No",StrategyQA,commonsense_reasoning,False,False,False,False,,OK,"{
  ""question_valid"": false,
  ""reference_answer_correct"": false,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,14.37
22429,"The price of two kilograms of sugar and five kilograms of salt is $5.50. If a kilogram of sugar costs $1.50, then how much is the price of three kilograms of sugar and a kilogram of salt?",5,"Reasoning:
Two kilograms of sugar cost $1.50 x 2 = $<<1.5*2=3>>3.
Five kilograms of salt cost $5.50 - $3 = $<<5.50-3=2.50>>2.50.
One kilogram of salt costs $2.50/5 = $<<2.5/5=0.5>>0.5.
Three kilograms of sugar and a kilogram of salt cost $3 + $0.5 = $<<3+0.5=3.50>>3.50.

Final Answer:
3.5",gsm8k,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,16.83
18126,"Sandra had 2 different bags of candy.  Each of her bags had 6 pieces of candy left.  Her brother, Roger, also had 2 bags of candy.  One of his bags of candy had 11 pieces left and the other had 3 pieces left.  How much more candy did Roger have?",2,"Reasoning:
Sandra had 2 bags of candy with 6 pieces each so she had 2*6 = <<2*6=12>>12 pieces of candy
Roger had 1 bag with 11 pieces and the other with 3 pieces so he had 11+3 = <<11+3=14>>14 pieces of candy
Roger had 14 pieces of candy and Sandra had 12 pieces of candy so Roger had 14-12 = <<14-12=2>>2 more pieces of candy

Final Answer:
2",gsm8k,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,7.51
7755,"How many different subset of the set of the 12 Calendar Month will not have the Month of March.

Choices:
A. 1951
B. 1948
C. 1953
D. 1947
E. 1949",1949,"Reasoning:
12C1 - 1 = 11
11C1 = 11
11C2 = 55
11C3 = 165
11C4 = 330
11C5 = 462
11C6 = 462
11C7 = 330
11C8 = 165
11C9 = 55
11C10 = 11
11C11 = 1
11C12 = 1
11C12 - 1 = 0
11C12 - 1 + 11C11 + 11C10 + 11C9 + 11C8 + 11C7 + 11C6 + 11C5 + 11C4 + 11C3 + 11C2 + 11C1 = 1951
Answer: A

Final Answer:
1951",AQUA-RAT,math_reasoning,True,False,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": false,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,8.14
16868,"Find the total average marks of all the students in 2 separate classes, if the average marks of students in the first class of 39 students is 45 and that of another class of 35 students is 70.

Choices:
A. 55.8
B. 51.8
C. 53.8
D. 56.8
E. 52.8",56.8,"Reasoning:
Total average marks of all the students = (39 * 45 + 35 * 70) / (39 + 35)
= (1755 + 2450) / 74
= 4205 / 74
= 56.8
Answer: D

Final Answer:
56.8",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,30.43
29966,"Three numbers are in the ratio 3:4:5 and their L.C.M. is 2400. Their H.C.F is?

Choices:
A. 20
B. 30
C. 40
D. 50
E. 60",40,"Reasoning:
Let the numbers be 3x, 4x and 5x.
Then, x * 60 = 2400
x = 40.
Hence, their H.C.F. = 40.
Answer: C

Final Answer:
40",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,42.93
28846,"The cost of 2 chairs and 3 tables is Rs.1400. The cost of 3 chairs and 2 tables is Rs.1200. The cost of each table is more than that of each chair by?

Choices:
A. 228
B. 287
C. 277
D. 188
E. 200",200,"Reasoning:
Explanation:
Let the cost of each chair and each table be x and y respectively.
Then, 2x + 3y = 1400 --- (1)
3x + 2y = 1200 --- (2)
From (1) and (2), we get:
x = 200 and y = 300.
Hence, the cost of each table is Rs. 300 - Rs. 200 = Rs. 100 more than that of each chair.
Answer: E

Final Answer:
200",AQUA-RAT,math_reasoning,True,True,True,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": false
}",stop,,5.11
14044,"Statement: Unemployment allowance should be given to all unemployed Indian youth above 18 yrs of age. Assumptions: 1) There are unemployed youth in India who needs monetary support. 2) The government has sufficient funds to provide allowance to all unemployed youth.

Choices:
A. Only assumption I is implicit
B. Only assumption II is implicit
C. Either I or II is implicit
D. Neither I nor II is implicit
E. Both I and II are implicit",Only assumption I is implicit,"Reasoning:
Explanation:
Unemployment allowance should be given to all unemployed Indian youth above 18 yrs of age.
1) There are unemployed youth in India who needs monetary support. (Implicit)
2) The government has sufficient funds to provide allowance to all unemployed youth. (Implicit)
Answer: Option E

Final Answer:
Both I and II are implicit",AQUA-RAT,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,15.32
4037,"Margo donated $4300 to Jayden's fundraising campaign. If Julie donated $4700 to Jayden's campaign, What's half the difference in the amount they contributed?",200,"Reasoning:
The difference between the amount Margo and Julie contributed is $4700 - $4300 = $<<4700-4300=400>>400.
Half the difference is $400/2 = $<<400/2=200>>200.

Final Answer:
200",gsm8k,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,9.92
13664,"A train passes a man standing on the platform. If the train is 170 meters long and its speed is 72 kmph, how much time it took in doing so?

Choices:
A. 6 ½ sec
B. 6 ½ sec
C. 9 ½ sec
D. 8 ½ sec
E. 7 ½ sec",8 ½ sec,"Reasoning:
Speed = 72 * 5/18 = 20 mps
Time = 170/20 = 8 ½ sec
Answer: D

Final Answer:
8 ½ sec",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,7.37
7886,Hannah sold 40 pieces of cookies for $0.8 each and 30 cupcakes for $2 each. She used the money to buy 2 sets of measuring spoons for $6.5 each. How much money does she have left?,79,"Reasoning:
Hannah earned 40 x $0.8 = $<<40*0.8=32>>32 from selling cookies.
She earned 30 x $2 = $<<30*2=60>>60 from selling cupcakes.
So, she earned $32 + $60 = $<<32+60=92>>92 in total.
Two sets of measuring spoons cost $6.5 x 2 = $<<6.5*2=13>>13.
Therefore, Hannah has $92 - $13 = $<<92-13=79>>79 left.

Final Answer:
79",gsm8k,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,5.87
3547,"Henry drinks 15 bottles of kombucha every month.  Each bottle costs $3.00 and is eligible for a cash refund of $0.10 per bottle when he takes it to a recycling center.  After 1 year, how many bottles of kombucha will he be able to buy after he receives his cash refund?",6,"Reasoning:
He drinks 15 bottles every month and there are 12 months in a year so he drinks 15*12 = <<15*12=180>>180 bottles of kombucha
Each bottle costs $3.00 and he gets a $0.10 refund per bottle so he saves $3.00-$0.10 = $<<3.00-0.10=2.90>>2.90 per bottle
He drinks 180 bottles and each bottle saves him $2.90 so he saves 180*2.90 = $<<180*2.90=522.00>>522.00
Each bottle costs $3.00 and he saves $2.90 per bottle so he can buy 3/2.9 = <<3/2.9=1.034>>1.034 bottles per $3.00
He has $522.00 and each bottle costs $3.00 so he can buy 522/3 = <<522/3=174>>174 bottles
He drinks 180 bottles and can buy 174 bottles so he has 180-174 = <<180-174=6>>6 bottles left over

Final Answer:
6",gsm8k,math_reasoning,True,True,True,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": false
}",stop,,10.16
2884,"In Lottery,there are 10 prizes and 25 blanks.A lottery is drawn at random.What is the Probability of getting a prize?

Choices:
A. 1/7
B. 2/7
C. 3/7
D. 4/7
E. 1",2/7,"Reasoning:
P(prize) = 10/35 = 2/7
ANSWER:B

Final Answer:
2/7",AQUA-RAT,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,22.86
25246,"Carson needs to mow the lawn and plant some flowers. Carson has to mow 40 lines to cover the whole yard, and it takes him 2 minutes to mow one line. He also needs to plant 8 rows of flowers, each with 7 flowers, and it takes him half a minute to plant each flower. How many minutes will Carson spend gardening?",108,"Reasoning:
First find the total time it takes to mow the lawn: 40 lines * 2 minutes/line = <<40*2=80>>80 minutes
Then find the total number of flowers: 8 rows * 7 flowers/row = <<8*7=56>>56 flowers
Then find the total time it takes to plant the flowers: 56 flowers * 0.5 minutes/flower = <<56*0.5=28>>28 minutes
Then add the time it takes to mow and plant to find the total time: 28 minutes + 80 minutes = <<28+80=108>>108 minutes

Final Answer:
108",gsm8k,math_reasoning,True,True,True,True,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": true,
  ""reasoning_correct"": true
}",stop,,1.33
14420,"7% of the total quantity of rice is lost in grinding when a country has to import 6 million tonnes, but when only 7 3/4% is lost, it can import 3 million tonnes. Find the quantity of rice grown in the country.

Choices:
A. 200
B. 300
C. 400
D. 450
E. 560",400,"Reasoning:
Let the total quantity of rice grown in the country be x tonnes.
When 7 3/4% is lost, the quantity of rice imported = 3 million tonnes.
=> 7 3/4% of x = 3
=> 7/4 x 100 = 3
=> x = 12
When 7% is lost, the quantity of rice imported = 6 million tonnes.
=> 7% of x = 6
=> 7 x 100 = 6
=> x = 100/7 = 14 2/7
=> 14 2/7 - 12 = 2/7
=> 2/7 of x = 2
=> x = 7
=> 7 x 100 = 700
=> x = 100
Answer: A

Final Answer:
200",AQUA-RAT,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,16.75
12217,"A rope has a length of 200 meters. Stefan cuts the rope into four equal parts, gives his mother half of the cut pieces, and subdivides the remaining pieces into two more equal parts. What's the length of each piece?",25,"Reasoning:
The length of each of the first four pieces is 200/4 = <<200/4=50>>50 meters.
Stefan gives his mother 50/2 = <<50/2=25>>25 meters of rope.
So, he has 50 - 25 = <<50-25=25>>25 meters of rope left.
He then cuts the remaining rope into two equal parts, so each piece is 25/2 = <<25/2=12.5>>12.5 meters long.

Final Answer:
12.5",gsm8k,math_reasoning,True,True,False,False,,OK,"{
  ""question_valid"": true,
  ""reference_answer_correct"": true,
  ""answer_correct"": false,
  ""reasoning_correct"": false
}",stop,,21.43
